gene	Chromosome	Start	End	Strand	ecto	endo	meso	set
Atxn1	13	45549758	45964991	-	-2.221734	4.2228174	-1.6610078	DifEn
Shc3	13	51431041	51567084	-	-7.327934	0.74684703	-7.5558257	DifEn
Diras2	13	52504375	52530836	-	-7.327934	-2.2887769	-8.7078285	DifEn
Cdhr2	13	54701461	54736662	+	-7.327934	0.99217945	-3.0639725	DifEn
Fgfr4	13	55152640	55168759	+	-7.327934	2.4138806	-2.307898	DifEn
Lect2	13	56542460	56548538	-	-7.327934	1.9377316	-1.8143587	DifEn
Spock1	13	57429295	57907587	-	-7.1759305	1.375706	-2.2704234	DifEn
Kif27	13	58287516	58354862	-	-0.800891	5.549166	-1.7103356	DifEn
Dapk1	13	60601947	60763185	+	5.3088927	6.8243403	6.2121	DifEn
Ptch1	13	63511533	63565520	-	2.3958223	5.4967737	3.9450161	DifEn
Ctsl	13	64363214	64370306	-	7.5565553	8.644618	7.786579	DifEn
1700001L19Rik	13	68597439	68614231	+	-2.3685756	2.1837108	-1.4162742	DifEn
Gm17618	13	84404839	84405472	+	-7.327934	-2.2887769	-8.7078285	DifEn
Serinc5	13	92611138	92711944	+	0.98394084	4.3977237	2.6566708	DifEn
Bhmt2	13	93655720	93674302	-	-2.9280028	4.860157	-0.74847084	DifEn
Dmgdh	13	93674433	93752831	+	-2.3685756	3.772135	-3.855386	DifEn
5330416C01Rik	13	97733498	97747411	-	-7.327934	-3.2321935	-8.7078285	DifEn
Rab3c	13	110054187	110280206	-	-1.5612205	1.8650285	-2.855386	DifEn
Actbl2	13	111255013	111257749	+	-7.327934	-3.610705	-8.7078285	DifEn
Gm15323	13	112005502	112017332	+	-7.327934	-4.610705	-8.7078285	DifEn
Ccno	13	112987802	112990778	+	1.6632735	6.7700806	-0.21597569	DifEn
Gm17509	13	117218701	117221075	-	6.314795	8.870817	7.2058296	DifEn
Emb	13	117220625	117274098	+	9.937751	12.595701	10.812323	DifEn
Gm3159	14	4397526	4406347	+	-7.327934	-4.610705	-8.7078285	DifEn
Gm3597	14	6296365	6304843	-	-7.327934	-1.7231797	-8.555826	DifEn
Gm8362	14	6765962	6774411	-	-7.327934	-3.932633	-8.7078285	DifEn
Gm6356	14	6965449	6973818	-	-7.327934	-0.11245417	-8.7078285	DifEn
Gm8374	14	7362097	7365134	-	-7.327934	-4.610705	-8.7078285	DifEn
Dnase1l3	14	7964533	7994573	-	-7.327934	2.1253586	-6.5558257	DifEn
Fam107a	14	8296274	8318023	-	1.3119097	4.4462037	1.0698832	DifEn
Sntn	14	13670876	13683148	+	-7.327934	-0.48968965	-8.7078285	DifEn
Nek10	14	14820765	15006743	+	-5.1759305	3.4735718	-6.5558257	DifEn
Thrb	14	17660960	18038088	+	-3.716499	1.4767578	-3.5558255	DifEn
Gm5458	14	19594139	19602581	-	-7.327934	-4.932633	-8.7078285	DifEn
Nid2	14	19751257	19811787	+	5.555813	7.1197653	5.567245	DifEn
Kcnk5	14	20140058	20181782	-	3.603789	5.426018	3.1759176	DifEn
Kcnk16	14	20262756	20269162	-	-7.327934	2.88275	-6.5558257	DifEn
Ttc18	14	20394190	20452226	-	-3.716499	4.7477264	-0.82790524	DifEn
7330404K18Rik	14	20398359	20398930	+	-7.327934	-4.932633	-8.7078285	DifEn
Dusp13	14	21733395	21751181	-	-7.1759305	-3.932633	-8.7078285	DifEn
Gm10248	14	23038194	23094571	-	-7.327934	-4.610705	-8.7078285	DifEn
Il17rd	14	27039001	27107286	+	2.3996089	5.2094736	4.0760336	DifEn
Hacl1	14	31552905	31641286	-	1.4497783	4.758238	1.7179699	DifEn
1700024G13Rik	14	32376502	32388373	-	-7.327934	0.55922	-8.7078285	DifEn
Anxa8	14	34085981	34100571	+	-5.5909677	0.9253479	-8.7078285	DifEn
Glud1	14	34310727	34345144	+	6.4380894	7.316999	6.7677565	DifEn
Dydc1	14	41072911	41092193	+	-0.7665395	2.015734	-2.6250882	DifEn
Sftpd	14	41172212	41185198	-	-5.5909677	-0.8241086	-8.7078285	DifEn
1700024B05Rik	14	41943995	42003821	+	-7.327934	-4.932633	-8.7078285	DifEn
Gm8257	14	44649204	44706456	-	-7.327934	-3.932633	-8.7078285	DifEn
1700011H14Rik	14	49226358	49245428	-	-7.1759305	1.149516	-2.5114315	DifEn
Olfr742	14	50515121	50516240	+	-7.327934	-4.932633	-8.7078285	DifEn
Klhl33	14	50891389	50893255	-	-7.327934	-1.2887769	-8.7078285	DifEn
Ang	14	51091077	51102007	+	-3.0884676	3.4915333	-2.2159755	DifEn
Rnase4	14	51091077	51106151	+	-2.0466473	5.0062113	-1.6250883	DifEn
Slc7a7	14	54369444	54409472	-	3.6225414	5.823715	4.360427	DifEn
Psmb11	14	54625310	54629556	+	-7.1759305	0.88754576	-2.307898	DifEn
Slc7a8	14	54722216	54781886	-	1.0237418	4.726471	-0.23841305	DifEn
Myh7	14	54970688	54994634	-	-2.6523685	2.5329332	-4.163508	DifEn
Ift88	14	57424062	57517936	+	4.326404	6.3051744	4.5095906	DifEn
Shisa2	14	59625281	59631658	+	3.8099113	5.5751615	3.3017666	DifEn
Arl11	14	61309753	61311936	+	-7.327934	1.7362518	-3.6489348	DifEn
Fam167a	14	63436394	63465498	+	0.3786584	4.5077167	-2.001237	DifEn
Extl3	14	65052060	65098106	-	5.3745756	6.5818343	5.7758613	DifEn
Scara3	14	65919395	65953744	-	1.2670131	4.844622	2.1906886	DifEn
1700092C10Rik	14	69164797	69171857	-	-7.1759305	-4.932633	-8.7078285	DifEn
Pebp4	14	69840420	70059886	+	-7.327934	-1.5750811	-8.7078285	DifEn
Itm2b	14	73362231	73385271	-	6.258437	8.391618	5.9584565	DifEn
Lcp1	14	75131101	75230842	+	-0.4077461	4.2798634	0.7039176	DifEn
Scel	14	103513341	103613346	+	-6.1759305	1.3341535	-8.7078285	DifEn
Gpc5	14	115092215	116525179	+	-7.327934	2.1574793	-6.2338977	DifEn
Sox21	14	118233232	118237030	-	-2.3179495	2.8970897	-2.6016293	DifEn
Gm4675	14	118236232	118261199	+	-7.327934	1.5870031	-3.0322635	DifEn
Sepp1	15	3268547	3280508	+	3.9253888	7.682824	3.7661026	DifEn
Dab2	15	6299788	6440712	+	4.2685666	8.083827	5.084871	DifEn
Capsl	15	9436028	9466035	+	3.3078854	7.259197	3.1545506	DifEn
Spef2	15	9578193	9748868	-	-2.3685756	5.675622	-2.6731825	DifEn
Dnahc5	15	28203752	28472045	+	0.4387794	5.9770727	-1.3959543	DifEn
Dap	15	31224385	31274338	+	5.164198	6.3637094	4.619568	DifEn
Ankrd33b	15	31291479	31367759	-	-0.83608043	3.8222542	-0.09639402	DifEn
Tspyl5	15	33683876	33687883	-	2.3535001	5.2694907	1.607824	DifEn
Rgs22	15	36009479	36140400	-	-1.4754908	3.0938902	-0.7040765	DifEn
Spag1	15	36179368	36235610	+	2.343706	4.8593435	2.3815482	DifEn
Ncald	15	37366175	37792570	-	-2.783613	2.4978194	0.75251335	DifEn
Fzd6	15	39006280	39038186	+	2.3920255	4.3579617	1.233708	DifEn
Dpys	15	39768485	39857470	-	-3.716499	-0.074652106	-6.2338977	DifEn
Slc30a8	15	52295553	52335798	+	-7.327934	-2.2887769	-8.7078285	DifEn
Ext1	15	53064038	53346159	-	4.406682	5.8708925	4.9549384	DifEn
Lrrc6	15	66379858	66500910	-	-5.5909677	3.793585	-0.7292772	DifEn
Ndrg1	15	66929321	66969640	-	2.4606943	8.677267	3.9893801	DifEn
Gm17035	15	66929607	66931107	+	-0.026183276	6.0016103	1.351065	DifEn
Gm2895	15	66969323	67013039	+	-3.4754908	3.1348011	-1.2797012	DifEn
Lypd2	15	74732253	74734313	-	-0.90914387	3.5339532	0.17888395	DifEn
BC025446	15	75216592	75222659	+	-7.327934	2.7521155	-3.5114317	DifEn
Rhpn1	15	75704280	75714410	+	2.102519	5.200509	1.9249644	DifEn
Mapk15	15	75993769	75999152	+	-5.5909677	5.2841125	-3.8009384	DifEn
Slc39a4	15	76612385	76616852	-	3.2597399	6.2129807	2.073531	DifEn
Ppp1r16a	15	76671615	76694919	+	5.212087	6.56796	5.4891663	DifEn
Cdc42ep1	15	78842647	78850902	+	0.39392522	4.51031	2.7856932	DifEn
Lgals2	15	78850862	78855529	-	-6.1759305	1.7433239	-2.1982737	DifEn
Ankrd54	15	79053094	79062893	-	5.077917	6.2955847	5.2869177	DifEn
Micall1	15	79108972	79136897	+	1.55199	5.462365	2.1847982	DifEn
1700088E04Rik	15	79134655	79141251	-	-0.28111264	5.6149845	0.6065657	DifEn
4933432B09Rik	15	79609576	79658956	-	-0.4077461	4.3898587	0.3052613	DifEn
Mchr1	15	81235499	81238963	+	-5.1759305	1.8088338	-2.8834002	DifEn
Naga	15	82329532	82338826	-	1.5383149	5.0897346	3.399461	DifEn
Cyp2d26	15	82790107	82794245	-	-7.327934	1.2913686	-8.7078285	DifEn
A4galt	15	83226726	83251774	-	0.45342614999999997	4.489432	2.3044856	DifEn
Arfgap3	15	83299740	83350247	-	1.1140884	5.033872	3.2877028	DifEn
1700001L05Rik	15	83357526	83367282	-	-1.44801	2.4205136	0.37491173	DifEn
Tspo	15	83563573	83574201	+	5.9088783	6.551687	5.5467243	DifEn
Pnpla3	15	84167816	84189512	+	-1.44801	2.2422926	-1.4368846	DifEn
Upk3a	15	85017141	85022560	+	-7.327934	2.6466827	-4.307898	DifEn
Ribc2	15	85132099	85144569	+	-4.0060053	3.688503	-3.8009384	DifEn
Creld2	15	88819646	88826681	+	6.444862	7.4515433	6.3382816	DifEn
Plxnb2	15	89155549	89171120	-	6.1836815	7.164905	5.9418387	DifEn
Odf3b	15	89377450	89379254	-	-2.3179495	3.933873	-1.6731826	DifEn
Chkb	15	89416405	89429908	-	4.1849170000000004	5.6260266	4.380628	DifEn
Arsa	15	89472476	89477425	-	1.8155915	5.0106144	3.1502385	DifEn
Rabl2	15	89582533	89591923	-	5.2289453	7.157314	5.5189013	DifEn
Syt10	15	89782393	89841860	-	-5.1759305	2.6257875	-5.9708633	DifEn
Pdzrn4	15	92396915	92771819	+	-2.0466473	3.6691377	1.449799	DifEn
Ccdc65	15	98708207	98723326	+	-1.3179495	5.0417814	-0.33182395	DifEn
Krt80	15	101349571	101370125	-	-7.327934	0.93155307	-7.5558257	DifEn
Krt83	15	101431490	101438804	-	-7.327934	-3.610705	-8.7078285	DifEn
Gm5414	15	101624028	101628188	-	-7.327934	-3.932633	-8.7078285	DifEn
Krt8	15	101996711	102004342	-	5.164198	10.546626	7.3383293	DifEn
Krt18	15	102028216	102032026	+	5.7671337	9.955682	6.6541986	DifEn
Soat2	15	102150526	102163474	+	-0.87214965	4.876331	-0.83472645	DifEn
Csad	15	102176998	102189043	-	3.6087043	5.3737135	3.427524	DifEn
Ppp1r1a	15	103530279	103537992	-	4.048674	6.1940713	4.4228845	DifEn
Spt1	15	103895859	103899312	-	-7.327934	-0.8451703	-8.7078285	DifEn
Emp2	16	10281749	10313968	-	-0.60607475	4.8819494	0.31761852	DifEn
Tekt5	16	10357948	10395490	-	-3.2690396	2.7643344	-3.0322635	DifEn
Litaf	16	10959275	11066157	-	5.739015	6.9850187	6.6333427	DifEn
Efcab1	16	14906637	14925879	+	-0.2932874	6.572806	-0.81435865	DifEn
Olfr19	16	16672998	16674017	-	-7.327934	-2.1777456	-8.7078285	DifEn
Spag6	16	16753016	16829456	-	-4.0060053	5.475166	-3.970863	DifEn
4930451C15Rik	16	17544465	17561247	-	-0.0160591	3.5471473	-2.0800922	DifEn
P2rx6	16	17561885	17577800	+	-3.8540022	2.0446467	-4.468363	DifEn
Clcn2	16	20702964	20717746	-	4.2093925	6.143681	3.5356097	DifEn
Thpo	16	20725158	20734511	-	-0.13153629	5.3921103	-0.8976142	DifEn
Chrd	16	20733127	20742384	+	0.61197215	8.68939	2.252334	DifEn
Ephb3	16	21204755	21223305	+	3.6656337	5.49232	3.1201313	DifEn
Liph	16	21953826	21995542	-	-1.3945707	1.7573649	-3.5558255	DifEn
Fetub	16	22918382	22939766	+	-7.1759305	3.0925064	-2.970863	DifEn
Hes1	16	30064384	30067796	+	3.833898	5.8959002	4.35968	DifEn
Mfi2	16	31878810	31899020	+	-7.327934	-1.7231797	-8.555826	DifEn
Bex6	16	32186192	32186890	+	-7.327934	-0.6288523	-8.7078285	DifEn
Tctex1d2	16	32419702	32429099	+	4.3820114	6.149682	3.9094856	DifEn
Iqcg	16	33015385	33056218	-	2.818423	6.774079	2.985271	DifEn
Heg1	16	33684466	33771576	+	2.418394	6.630801	5.1285944	DifEn
Gm15658	16	33770430	33787112	-	-2.5320742	2.569204	0.67539555	DifEn
Gm15657	16	33786352	33796874	-	-7.327934	-1.0257425	-8.7078285	DifEn
Muc13	16	33794037	33819934	+	-7.327934	3.24354	-2.9411159	DifEn
4932425I24Rik	16	38297754	38342143	-	-0.92800283	5.717072	-3.6489348	DifEn
Gm15649	16	38302616	38305020	+	-7.327934	0.26703924	-7.5558257	DifEn
Upk1b	16	38773184	38800203	-	-7.327934	0.90025693	-6.9708633	DifEn
Gramd1c	16	43980350	44027945	-	-1.928003	1.8682668	-0.2890391	DifEn
Wdr52	16	44394796	44482428	+	-2.9280028	6.9849253	-3.001237	DifEn
BC016579	16	45626848	45654118	-	-7.327934	-1.2321934	-8.7078285	DifEn
Ift57	16	49699233	49765126	+	3.2824764	6.413465	3.559868	DifEn
1700116B05Rik	16	50783409	50784090	+	-7.327934	0.6746972	-8.7078285	DifEn
Olfr193	16	59109625	59110631	-	-7.327934	-4.932633	-8.7078285	DifEn
Arl6	16	59612949	59639391	-	5.6896095	6.8222547	4.9364033	DifEn
Cadm2	16	66655421	67620908	-	-7.1759305	-1.9784368	-8.7078285	DifEn
Speer2	16	69856874	69863744	-	-7.327934	-0.70381445	-8.7078285	DifEn
App	16	84954440	85173707	-	4.8177156	6.5911736	5.0540457	DifEn
Cldn8	16	88560828	88563183	-	-7.327934	1.4553841	-4.970863	DifEn
1110004E09Rik	16	90925809	90934927	-	5.5449553	7.036753	4.7809596	DifEn
4931406G06Rik	16	91044656	91056677	+	-7.327934	1.0560516	-8.7078285	DifEn
4932438H23Rik	16	91053935	91095122	-	-7.327934	1.518578	-8.555826	DifEn
Gm9881	16	91168197	91171401	-	-7.327934	-4.932633	-8.7078285	DifEn
Slc5a3	16	92058322	92087473	+	4.5847893	8.264353	7.0649095	DifEn
Kcne1	16	92346001	92359468	-	-1.928003	1.3802497	-3.4683628	DifEn
Clic6	16	92485736	92541243	+	3.0371737	6.7735386	1.5605183	DifEn
Mx2	16	97536083	97560899	+	-7.327934	-0.5575937	-8.7078285	DifEn
Tmprss2	16	97564684	97611195	-	0.5175566	7.609976	1.6462983	DifEn
Tiam2	17	3326573	3519397	+	2.778266	5.115854	2.9613516	DifEn
Synj2	17	5941280	6044290	+	-2.221734	2.3665748	-1.2338976	DifEn
T2	17	8372396	8422728	+	-1.6523685	4.0869575	0.055199176	DifEn
Pacrg	17	10403012	10840311	-	-0.31794947	3.6820767	-2.129561	DifEn
Agpat4	17	12118704	12219645	+	4.5524154	6.275144	4.8618946	DifEn
Plg	17	12378609	12419384	+	-7.327934	0.99217945	-3.163508	DifEn
Vmn2r92	17	18151930	18185178	+	-7.327934	-4.610705	-8.7078285	DifEn
Ccdc64b	17	23660523	23668610	+	-4.5909677	1.4936316	-5.9708633	DifEn
Hcfc1r1	17	23673596	23675227	+	5.2158504	6.3581057	4.990466	DifEn
Tnfrsf12a	17	23675447	23677449	-	2.1549864	5.474369	0.79732114	DifEn
Cldn9	17	23682584	23684026	-	0.72493637	5.885949	-1.1464347	DifEn
Dcpp1	17	23880876	23882853	+	-7.327934	2.9921792	-0.66708237	DifEn
Dcpp3	17	23917458	23919441	+	-7.327934	4.8795443	-0.82111603	DifEn
Hs3st6	17	24753003	24758683	+	-3.8540022	2.9392722	-3.163508	DifEn
Ccdc154	17	25162461	25171913	+	-7.327934	1.6410141	-8.7078285	DifEn
Tekt4	17	25471590	25476594	+	-7.327934	5.276211	-8.555826	DifEn
Wdr90	17	25844771	25861501	-	5.0492773	6.915696	5.163777	DifEn
Nhlrc4	17	25942233	25944961	-	-7.327934	0.29618552	-6.2338977	DifEn
Pdia2	17	26195999	26199087	-	-7.327934	0.021563238	-8.7078285	DifEn
Itpr3	17	27057304	27122223	+	2.209932	4.8033457	2.2214298	DifEn
Spdef	17	27714352	27728951	-	-0.44800994	3.3492968	-2.7484708	DifEn
Tcp11	17	28066747	28080639	-	-0.92800283	3.8585298	-0.55582565	DifEn
Pi16	17	29318877	29329413	+	-0.26903987	3.0883466999999998	-1.2159756	DifEn
Rsph1	17	31255019	31277356	-	2.2056124	5.15781	0.32069135	DifEn
4833413E03Rik	17	31557126	31559113	+	-7.327934	-3.2321935	-8.7078285	DifEn
Cyp4f14	17	32905071	32917342	-	-7.327934	-4.932633	-8.555826	DifEn
Tapbp	17	33915899	33929288	+	2.5604715	5.1505136	3.3600535	DifEn
Rgl2	17	33929543	33937687	+	5.283757	6.1175556	4.72509	DifEn
Clic1	17	35049966	35058749	+	6.069176	7.0601277	5.4641123	DifEn
Apom	17	35128997	35132050	-	-0.66813576	6.500692	0.5102635	DifEn
Ltb	17	35194439	35196320	+	-7.327934	3.763465	-2.5785456	DifEn
Gm7030	17	36109719	36129425	-	-7.327934	-3.610705	-8.7078285	DifEn
H2-M10.4	17	36458917	36462334	-	-7.327934	-3.2321935	-8.7078285	DifEn
H2-M1	17	36670008	36672219	-	-7.327934	-4.610705	-8.7078285	DifEn
Olfr129	17	38054599	38059784	-	-7.327934	-1.4732015	-8.7078285	DifEn
Gpr116	17	43389466	43459557	+	-1.3685756	3.5019953	-3.6978447	DifEn
CT010585.1	17	43534174	43543639	-	-7.327934	3.896297	-8.555826	DifEn
Clic5	17	44188572	44280168	+	-2.7164989	2.1966498	-1.0720099	DifEn
Tmem63b	17	45660171	45686905	-	5.3988996	6.298438	4.9818783	DifEn
Rsph9	17	46122035	46144216	-	0.10947186	5.6120896	-0.78103864	DifEn
AI661453	17	47436615	47470638	+	-1.928003	2.659824	-0.051999923	DifEn
Apobec2	17	48419231	48432728	-	-2.8540022	1.3665749	-1.7484708	DifEn
Unc5cl	17	48454901	48539714	+	-2.1759305	1.8552694	-1.8976141	DifEn
Kif6	17	49615136	49909847	+	-1.2690399	4.049648	1.2912318	DifEn
Efhb	17	53398889	53463321	-	0.44612136	4.831409	-1.3078982	DifEn
Sult1c1	17	53961615	53990674	-	-7.327934	-3.610705	-8.7078285	DifEn
Rfx2	17	56775897	56831008	-	-0.43446347	3.962185	-0.50054324	DifEn
Ypel5	17	72836704	72851195	+	3.2142384	5.2110686	3.5092537	DifEn
Srd5a2	17	74017706	74047916	-	-2.3685756	3.8147206	-5.9708633	DifEn
Ttc39d	17	80207460	80217936	+	-7.327934	0.021563238	-6.9708633	DifEn
Morn2	17	80290212	80297473	+	2.2628615	5.0211997	2.7632818	DifEn
Cdkl4	17	80523550	80563834	-	-1.783613	3.7139258	-1.5114315	DifEn
Haao	17	83831356	83846790	-	-7.327934	0.4072169	-5.9708633	DifEn
Dync2li1	17	84626496	84655558	+	4.1639194	6.335031	4.7958035	DifEn
Lyzl1	18	4165832	4182232	+	-7.327934	-4.610705	-8.7078285	DifEn
Armc4	18	7088233	7297901	-	-0.08846757	5.2062783	1.351065	DifEn
Dsc2	18	20030633	20059554	-	3.709766	5.556211	2.470006	DifEn
Dsg2	18	20558074	20604521	+	4.6033783	6.274381	3.9254692	DifEn
Ttr	18	20665250	20674324	+	0.5175566	7.8424625	1.8746269	DifEn
Myo7b	18	31959234	32036961	-	-7.1759305	0.73270273	-8.7078285	DifEn
Proc	18	32123129	32139570	-	-7.327934	1.1172155	-5.748471	DifEn
Stard4	18	33199355	33213862	-	4.5722623	7.0696545	5.0223107	DifEn
D0H4S114	18	33437019	33464029	-	6.4658957	8.459718	6.356081	DifEn
Epb4.1l4a	18	33796327	34007206	-	3.3796172	5.1297503	2.7301545	DifEn
Nme5	18	34562634	34579115	-	1.3901236	7.275068	1.6548456	DifEn
Slc23a1	18	35614604	35627244	-	0.033522986	3.9958851	-0.25661767	DifEn
Gm10545	18	37008869	37020679	-	-7.1759305	-3.0257423	-8.7078285	DifEn
Pcdhb22	18	37518353	37521419	+	-7.327934	-3.610705	-8.7078285	DifEn
Fgf1	18	38838673	38929404	-	-7.1759305	1.0157341	-6.5558257	DifEn
Spink3	18	43728069	43737237	-	1.9763545	10.367066	3.9300036	DifEn
Hdhd1a	18	50567656	50568699	-	-7.327934	-3.610705	-8.7078285	DifEn
Zfp474	18	52615915	52639830	+	-7.327934	3.0054762	-8.7078285	DifEn
1700034E13Rik	18	52646209	52663733	+	-7.327934	-4.932633	-8.7078285	DifEn
Gramd3	18	56432132	56503792	+	3.0885122	5.9951444	4.7266836	DifEn
Megf10	18	57133090	57297467	+	-1.44801	1.6257876	-2.6978445	DifEn
Slc12a2	18	57878678	57946821	+	4.7988424	6.4631686	4.9914303	DifEn
Synpo	18	60593973	60660142	-	-1.8905281	2.5612223	-1.6854609	DifEn
Afap1l1	18	61730261	61786702	-	0.6378508	5.0935445	1.5329626	DifEn
Adrb2	18	62177817	62179959	-	-7.327934	2.9936628	-1.5224026	DifEn
Fam38b	18	63010213	63387183	-	2.9977467	5.571689	3.281408	DifEn
Cplx4	18	65955727	65970178	-	-7.1759305	-0.5403156	-8.555826	DifEn
Myo5b	18	74440936	74771493	+	-7.327934	2.364283	-4.648935	DifEn
Zbtb7c	18	75820178	76148561	+	-1.5612205	2.5390422	0.06255988	DifEn
Slc14a2	18	78146940	78209094	-	-7.327934	-0.21838754	-6.9708633	DifEn
Gal	19	3409919	3414472	-	1.299803	5.5134163	3.4878852	DifEn
1700055N04Rik	19	3958808	3970438	+	-7.327934	-4.932633	-8.7078285	DifEn
Aldh3b2	19	3972328	3981645	+	-7.327934	-0.7428085	-8.7078285	DifEn
Pitpnm1	19	4099998	4113965	+	3.2142384	5.3297553	2.5035188	DifEn
Cabp4	19	4135425	4139609	-	-4.3685756	0.18630803	-5.9708633	DifEn
Ccdc87	19	4839366	4842528	+	-1.8183784	3.8046143	-4.468363	DifEn
Slc22a8	19	8591254	8611834	+	-7.327934	2.7969875	-8.7078285	DifEn
Chrm1	19	8663789	8683587	+	-2.8540022	1.0215633	-4.3859005	DifEn
Fth1	19	9982703	9985092	+	9.615042	11.23272	9.946439	DifEn
Lrrc10b	19	10455371	10457447	-	-7.327934	1.8939154	-8.7078285	DifEn
Ppp1r32	19	10474257	10482897	-	-6.1759305	2.9981043	-4.233897	DifEn
Tmem216	19	10533865	10556238	-	5.240867	6.815874	5.6976523	DifEn
Tmem138	19	10570478	10577362	-	5.557085	6.9643617	5.7257423	DifEn
Pga5	19	10668957	10678071	-	-7.327934	5.3452353	-4.5558257	DifEn
AW112010	19	11047613	11050566	-	-7.327934	2.3892949	-4.468363	DifEn
Olfr235	19	12268163	12269241	+	-7.327934	-4.932633	-8.7078285	DifEn
Olfr1443	19	12678166	12683843	+	-7.327934	-3.125278	-8.7078285	DifEn
Lpxn	19	12798606	12833807	+	-2.9280028	2.0098815	-1.2159756	DifEn
1700028P14Rik	19	23558760	23652812	-	-3.716499	6.7199883	-2.6016293	DifEn
Foxd4	19	24898965	24901309	-	-0.026183276	5.720436	-2.0639725	DifEn
Dock8	19	24999529	25202432	+	-3.0060053	2.6523294	-0.18513829	DifEn
Rfx3	19	27761721	28011166	-	5.292439	7.9701657	5.450763	DifEn
Dkk1	19	30545863	30549665	-	2.7695136	7.9072595	4.4953833	DifEn
Lipa	19	34492318	34527474	-	4.278369	5.8341026	4.6653085	DifEn
Slc16a12	19	34668403	34747289	-	-7.327934	0.9621847	-8.7078285	DifEn
Hhex	19	37432887	37440728	+	1.6820505	6.023017	2.0880306	DifEn
Rbp4	19	38116620	38125321	-	0.7840715	6.3250494	2.0403643	DifEn
Cyp2c38	19	39389556	39463075	-	-7.327934	-1.7231797	-8.7078285	DifEn
Tctn3	19	40596446	40612233	-	3.6078866	5.5706954	3.3551917000000002	DifEn
Opalin	19	41062474	41077113	-	-7.327934	-4.932633	-8.7078285	DifEn
Sfrp5	19	42197971	42202252	-	-2.590968	1.5061587	-2.307898	DifEn
Golga7b	19	42247574	42270348	+	-7.327934	-1.6847056	-8.7078285	DifEn
Gm10768	19	43838803	43840728	+	-7.1759305	0.55922	-5.3859005	DifEn
Cpn1	19	43956307	43986556	-	-0.89052814	5.65772	-2.1464345	DifEn
Dpcd	19	45560615	45578279	+	5.5090375	6.928842	5.460112	DifEn
Wdr96	19	47737561	47919287	-	-0.2932874	4.0645466	-1.7103356	DifEn
Ccdc147	19	47937712	48035379	+	-5.5909677	0.12264934	-8.7078285	DifEn
Mxi1	19	53310506	53375810	+	3.1504993	5.4207897	2.4349875	DifEn
Pdcd4	19	53892231	53929861	+	5.074072	6.803346	5.188588	DifEn
Tcf7l2	19	55741810	55933654	+	5.917982	7.8713465	7.318099	DifEn
Habp2	19	56287137	56320822	+	-7.327934	3.4445775	-1.9411157000000001	DifEn
Ablim1	19	57032733	57314919	-	4.318425	6.4749007	2.8556855	DifEn
Eno4	19	58943425	58971419	+	0.81842303	4.889141	0.5989925	DifEn
Dgkk	X	6779306	6948363	+	2.107158	8.441048	4.5403953	DifEn
Clcn5	X	7153810	7319358	-	5.9999313	7.3469048	6.0556026	DifEn
Plp2	X	7667941	7671390	-	6.7353683	7.391899	6.290546	DifEn
Gata1	X	7959260	7978071	-	0.61848545	4.2228174	1.142879	DifEn
Porcn	X	8193848	8206525	-	3.3078854	5.3977237	3.142445	DifEn
Rpgr	X	10073621	10216920	-	5.0761437	7.7994814	5.1541195	DifEn
Otc	X	10252305	10321024	+	-7.327934	0.7608538	-8.7078285	DifEn
Tspan7	X	10485158	10596605	+	6.6196017	7.951537	5.981514	DifEn
Efhc2	X	17132049	17319368	-	1.3786584	4.1233273	-0.07200987	DifEn
Gm5169	X	25277605	25301455	-	-7.327934	-4.610705	-8.7078285	DifEn
Zcchc12	X	36195904	36199158	+	1.9247319	5.465843	1.3555663	DifEn
Akap14	X	37150698	37168842	-	-2.6523685	2.33883	-2.6250882	DifEn
Rhox5	X	37804851	37808764	+	-0.33044037	6.3142557	2.1754932	DifEn
Rhox6	X	37826910	37829857	+	-7.327934	1.4205137	-2.5785456	DifEn
Rhox9	X	37899097	37901867	-	-7.327934	-0.5927831	-8.7078285	DifEn
Zdhhc9	X	48171969	48208878	-	2.7607074	5.2218685	3.7097895	DifEn
Frmd7	X	50895180	50942710	-	-7.327934	-3.0257423	-8.7078285	DifEn
Rap2c	X	51003912	51018018	-	4.457519	5.8063035	5.2953377	DifEn
Gpc4	X	52053021	52165252	-	4.808132	6.99681	4.5515547	DifEn
Cxx1c	X	53607922	53609132	+	5.742374	6.600088	5.5173116	DifEn
Gm773	X	56189827	56212881	-	-7.327934	0.9621847	-4.3859005	DifEn
Ddx26b	X	56454857	56507843	+	3.8975418	5.9697423	4.4529533	DifEn
4933402E13Rik	X	62283499	62292078	+	0.44612136	4.8919277	-1.5558256	DifEn
Fmr1nb	X	68761839	68804567	+	2.1683655	5.6670475	2.5095904	DifEn
Ids	X	70343069	70365084	-	2.183819	5.3788314	2.7307322	DifEn
Cetn2	X	72913532	72918411	-	6.3920255	7.680293	6.2363033	DifEn
Pnma5	X	73033981	73037103	-	-7.327934	2.2961855	-8.7078285	DifEn
Xlr3a	X	73086293	73097095	-	-0.24519311	4.0460773	0.893323	DifEn
Xlr5a	X	73107635	73292976	-	-4.854002	0.9802562	-3.6489348	DifEn
DXBay18	X	73137232	73149450	-	-7.327934	-1.8451704	-8.7078285	DifEn
Xlr5b	X	73148796	73158872	+	-7.327934	1.1601241	-2.8834002	DifEn
